,Date,Region,AvgTemp,Humidity,Cases,Cases_per_day
26,2/17/20,Hubei,11,41.375,59989,1807
27,2/18/20,Hubei,12,43.625,61682,1693
28,2/19/20,Hubei,14,53,62031,349
29,2/20/20,Hubei,15,55.375,62442,411
30,2/21/20,Hubei,15,56,62662,220
31,2/22/20,Hubei,17,61.125,64084,1422
32,2/23/20,Hubei,17,54.375,64084,0
33,2/24/20,Hubei,22,65,64287,203
34,2/25/20,Hubei,20,68.375,64786,499
35,2/26/20,Hubei,17,77.875,65187,401
36,2/27/20,Hubei,11,81.75,65596,409
37,2/28/20,Hubei,9,85.5,65914,318
38,2/29/20,Hubei,14,70.875,66337,423
39,3/1/20,Hubei,15,64.75,66907,570
40,3/2/20,Hubei,10,77.5,67103,196
41,3/3/20,Hubei,9,77.125,67217,114
42,3/4/20,Hubei,13,63.625,67332,115
43,3/5/20,Hubei,14,60.25,67466,134
44,3/6/20,Hubei,13,73.875,67592,126
45,3/7/20,Hubei,17,74.75,67666,74
46,3/8/20,Hubei,18,79.5,67707,41
47,3/9/20,Hubei,13,83.25,67743,36
48,3/10/20,Hubei,16,61.125,67760,17
49,3/11/20,Hubei,17,50.25,67773,13
50,3/12/20,Hubei,17,64.625,67781,8
51,3/13/20,Hubei,16,66.375,67786,5
52,3/14/20,Hubei,18,55.75,67790,4
53,3/15/20,Hubei,20,43.25,67794,4
54,3/16/20,Hubei,18,49,67798,4
55,3/17/20,Hubei,20,55.25,67799,1
56,3/18/20,Hubei,21,58,67800,1
57,3/19/20,Hubei,22,51.125,67800,0
58,3/20/20,Hubei,24,43.75,67800,0
59,3/21/20,Hubei,22,67,67800,0
60,3/22/20,Hubei,21,72.375,67800,0
61,3/23/20,Hubei,22,65,67800,0
62,3/24/20,Hubei,23,64.25,67801,1
63,3/25/20,Hubei,23,76.5,67801,0
64,3/26/20,Hubei,24,74.25,67801,0
65,3/27/20,Hubei,10,76.75,67801,0
66,3/28/20,Hubei,10,74.625,67801,0
67,3/29/20,Hubei,9,82.5,67801,0
68,3/30/20,Hubei,13,70.75,67801,0
69,3/31/20,Hubei,13,70.75,67801,0
70,4/1/20,Hubei,16,68.125,67802,1
71,4/2/20,Hubei,17,66.625,67802,0
72,4/3/20,Hubei,18,55.5,67802,0
73,4/4/20,Hubei,19,54,67803,1
74,4/5/20,Hubei,20,48,67803,0
75,4/6/20,Hubei,20,47.5,67803,0
76,4/7/20,Hubei,21,48.375,67803,0
77,4/8/20,Hubei,22,48.75,67803,0
78,4/9/20,Hubei,26,45.125,67803,0
79,4/10/20,Hubei,17,66.875,67803,0
80,4/11/20,Hubei,13,69.25,67803,0
81,4/12/20,Hubei,19,49.125,67803,0
82,4/13/20,Hubei,21,37.875,67803,0
83,4/14/20,Hubei,21,43.5,67803,0
84,4/15/20,Hubei,24,53.75,67803,0
85,4/16/20,Hubei,27,56.625,67803,0
86,4/17/20,Hubei,24,46.125,68128,325
87,4/18/20,Hubei,14,75.75,68128,0
88,4/19/20,Hubei,20,65.375,68128,0
89,4/20/20,Hubei,16,75.375,68128,0
90,4/21/20,Hubei,16,81.375,68128,0
91,4/22/20,Hubei,21,60,68128,0
92,1/22/20,Spain,7,74.25,0,0
93,1/23/20,Spain,7,73.75,0,0
94,1/24/20,Spain,7,82.75,0,0
95,1/25/20,Spain,8,85.125,0,0
96,1/26/20,Spain,8,78,0,0
97,1/27/20,Spain,7,84.875,0,0
98,1/28/20,Spain,11,89.25,0,0
99,1/29/20,Spain,10,86.375,0,0
100,1/30/20,Spain,10,85.375,0,0
101,1/31/20,Spain,12,86.25,0,0
102,2/1/20,Spain,13,87.125,1,1
103,2/2/20,Spain,12,87,1,0
104,2/3/20,Spain,14,75.625,1,0
105,2/4/20,Spain,15,62.625,1,0
106,2/5/20,Spain,13,51.25,1,0
107,2/6/20,Spain,11,70.625,1,0
108,2/7/20,Spain,11,68.75,1,0
109,2/8/20,Spain,10,80.75,1,0
110,2/9/20,Spain,9,84.875,2,1
111,2/10/20,Spain,13,78.875,2,0
112,2/11/20,Spain,12,78.125,2,0
113,2/12/20,Spain,13,77.125,2,0
114,2/13/20,Spain,12,78.625,2,0
115,2/14/20,Spain,14,69.375,2,0
116,2/15/20,Spain,13,67.875,2,0
117,2/16/20,Spain,14,66.5,2,0
118,2/17/20,Spain,12,74.25,2,0
119,2/18/20,Spain,11,59.875,2,0
120,2/19/20,Spain,13,49.5,2,0
121,2/20/20,Spain,15,41.75,2,0
122,2/21/20,Spain,14,36.625,2,0
123,2/22/20,Spain,18,33.875,2,0
124,2/23/20,Spain,18,34.5,2,0
125,2/24/20,Spain,16,39,2,0
126,2/25/20,Spain,13,44.875,6,4
127,2/26/20,Spain,11,47.75,13,7
128,2/27/20,Spain,13,49.75,15,2
129,2/28/20,Spain,15,47,32,17
130,2/29/20,Spain,9,75,45,13
131,3/1/20,Spain,10,79,84,39
132,3/2/20,Spain,11,63.125,120,36
133,3/3/20,Spain,8,71.125,165,45
134,3/4/20,Spain,14,71.375,222,57
135,3/5/20,Spain,11,69.375,259,37
136,3/6/20,Spain,9,51.375,400,141
137,3/7/20,Spain,10,51.625,500,100
138,3/8/20,Spain,13,55.125,673,173
139,3/9/20,Spain,13,49.625,1073,400
140,3/10/20,Spain,16,46.875,1695,622
141,3/11/20,Spain,18,57.25,2277,582
142,3/12/20,Spain,20,49.25,2277,0
143,3/13/20,Spain,17,58.5,5232,2955
144,3/14/20,Spain,17,57.5,6391,1159
145,3/15/20,Spain,16,57.125,7798,1407
146,3/16/20,Spain,5,79,9942,2144
147,3/17/20,Spain,11,74,11748,1806
148,3/18/20,Spain,15,59.5,13910,2162
149,3/19/20,Spain,14,55,17963,4053
150,3/20/20,Spain,12,67.125,20410,2447
151,3/21/20,Spain,8,75.375,25374,4964
152,3/22/20,Spain,9,73.875,28768,3394
153,3/23/20,Spain,11,70.75,35136,6368
